"postal_code","town","lease_commenced"
"510183","PASIR RIS","1993-07-12"
"824128","PUNGGOL","2003-07-01"
"510469","PASIR RIS","1989-08-01"
"400009","GEYLANG","1978-07-01"
"510194","PASIR RIS","1993-09-01"
"311084","TOA PAYOH","1997-05-01"
"528230","TAMPINES","1993-07-01"
"160035","BUKIT MERAH","1973-01-01"
"510556","PASIR RIS","1992-11-28"
"530665","HOUGANG","1988-12-01"
"543332","SENGKANG","2015-06-01"
"510121","PASIR RIS","1989-04-01"
"670116","BUKIT PANJANG","1987-09-01"
"822301","PUNGGOL","2010-07-01"
"520367","TAMPINES","1997-05-01"
"524495","TAMPINES","1994-01-01"
"550152","SERANGOON","1986-12-01"
"520124","TAMPINES","1988-02-01"
"081005","CENTRAL AREA","1977-02-01"
"510232","PASIR RIS","1993-07-12"
"650149","BUKIT BATOK","1984-09-01"
"460805","BEDOK","1993-04-29"
"560571","ANG MO KIO","1979-05-01"
"350133","TOA PAYOH","1984-03-01"
"821641","PUNGGOL","2005-01-01"
"510487","PASIR RIS","1992-11-28"
"320093","KALLANG/WHAMPOA","1974-03-01"
"102070","BUKIT MERAH",NULL
"510270","PASIR RIS","1994-10-01"
"510518","PASIR RIS","1993-12-01"
"760123","YISHUN","1985-06-01"
"530660","HOUGANG","1987-06-01"
"670201","BUKIT PANJANG","1988-05-01"
"521126","TAMPINES","1985-10-01"
"521142","TAMPINES","1984-08-01"
"530544","HOUGANG","1992-09-19"
"510230","PASIR RIS","1993-07-01"
"751508","SEMBAWANG","2004-08-01"
"541271","SENGKANG","2010-05-01"
"510754","PASIR RIS","1996-11-01"
"820648","PUNGGOL","2005-01-01"
"530914","HOUGANG","1998-02-01"
"530635","HOUGANG","1987-09-01"
"510429","PASIR RIS","1990-02-01"
"520351","TAMPINES","1996-05-01"
"510414","PASIR RIS","1990-03-01"
"161126","BUKIT MERAH","2013-02-01"
"520886","TAMPINES","1988-04-01"
"510204","PASIR RIS","1993-09-01"
"510110","PASIR RIS","1990-04-01"
"510143","PASIR RIS","1995-01-01"
"680112","CHOA CHU KANG","1989-03-01"
"310230","TOA PAYOH","1976-09-01"
"520307","TAMPINES","1993-07-01"
"510412","PASIR RIS","1989-10-01"
"510147","PASIR RIS","1995-02-01"
"120601","CLEMENTI","1979-11-01"
"510249","PASIR RIS","1993-07-01"
"420004","GEYLANG","1985-12-01"
"542207","SENGKANG","2005-02-01"
"530611","HOUGANG","1986-01-01"
"822274","PUNGGOL","2013-07-01"
"520342","TAMPINES","1995-12-01"
"530230","HOUGANG","1984-12-01"
"520366","TAMPINES","1997-03-01"
"730354","WOODLANDS","1996-07-01"
"542306","SENGKANG","2001-12-01"
"521493","TAMPINES","1993-07-08"
"541295","SENGKANG","2002-02-01"
"272012","QUEENSTOWN","1975-01-01"
"560413","ANG MO KIO","1979-08-01"
"510226","PASIR RIS","1993-07-01"
"440079","MARINE PARADE","1977-01-01"
"470625","BEDOK","1981-03-01"
"510128","PASIR RIS","1988-11-01"
"510108","PASIR RIS","1988-09-01"
"510422","PASIR RIS","1989-10-01"
"520333","TAMPINES","1996-01-01"
"520220","TAMPINES","1985-03-01"
"470602","BEDOK","1982-05-01"
"510246","PASIR RIS","1993-07-01"
"510104","PASIR RIS","1989-04-01"
"560524","ANG MO KIO","1980-08-01"
"762701","YISHUN","2002-10-01"
"670137","BUKIT PANJANG","1989-07-01"
"510452","PASIR RIS","1989-08-01"
"530307","HOUGANG","1983-01-01"
"520880","TAMPINES","1988-04-01"
"524494","TAMPINES","2015-10-01"
"761430","YISHUN","2015-12-01"
"310044","TOA PAYOH","1993-03-26"
"670487","BUKIT PANJANG","2014-12-01"
"528498","TAMPINES","1997-04-01"
"760238","YISHUN","1985-07-01"
"550222","SERANGOON","1985-09-01"
"521523","TAMPINES","2015-08-01"
"530955","HOUGANG","1999-03-01"
"550542","SERANGOON","1992-10-23"
"760784","YISHUN","1987-11-01"
"523491","TAMPINES","1993-07-08"
"522493","TAMPINES","1993-07-08"
"470107","BEDOK","1985-08-01"
"530657","HOUGANG","1987-10-01"
"532698","HOUGANG","1999-03-01"
"320049","KALLANG/WHAMPOA","1972-07-01"
"510275","PASIR RIS","1994-08-01"
"560133","ANG MO KIO","1979-01-01"
"670514","BUKIT PANJANG","1998-08-01"
"730360","WOODLANDS","1996-10-01"
"520816","TAMPINES","1984-09-01"
"753503","SEMBAWANG","2001-08-01"
"200029","CENTRAL AREA","1977-11-01"
"520360","TAMPINES","1996-03-01"
"510136","PASIR RIS","1994-10-01"
"180271","CENTRAL AREA","1979-03-01"
"520363","TAMPINES","1996-03-01"
"320063","KALLANG/WHAMPOA","1972-07-01"
"730718","WOODLANDS","1997-07-01"
"510218","PASIR RIS","1993-07-01"
"760138","YISHUN","1984-09-01"
"160136","BUKIT MERAH","1975-05-01"
"730623","WOODLANDS","1998-09-01"
"510229","PASIR RIS","1993-07-01"
"542331","SENGKANG","2015-08-01"
"520346","TAMPINES","1996-06-01"
"530962","HOUGANG","1999-08-01"
"520271","TAMPINES","1984-10-01"
"570181","BISHAN","1987-02-01"
"823196","PUNGGOL","2003-05-01"
"510725","PASIR RIS","1996-07-01"
"527498","TAMPINES","1997-04-01"
"510233","PASIR RIS","1993-07-01"
"560235","ANG MO KIO","1977-09-01"
"530917","HOUGANG","1998-04-01"
"410644","BEDOK","1993-04-29"
"400350","GEYLANG","1985-12-01"
"460423","BEDOK","1979-01-01"
"510605","PASIR RIS","1995-03-01"
"731686","WOODLANDS","2003-02-01"
"310257","TOA PAYOH","1988-12-01"
"731898","WOODLANDS","1997-07-01"
"530442","HOUGANG","1990-10-01"
"530850","HOUGANG","1997-03-01"
"085301","CENTRAL AREA","2011-01-01"
"542271","SENGKANG","2010-05-01"
"760651","YISHUN","1987-09-01"
"670509","BUKIT PANJANG","1998-05-01"
"543309","SENGKANG","2002-11-01"
"510102","PASIR RIS","1988-12-01"
"310008","TOA PAYOH","1970-07-01"
"530936","HOUGANG","1998-02-01"
"090026","BUKIT MERAH","1975-07-01"
"510197","PASIR RIS","1993-09-01"
"510424","PASIR RIS","1989-09-01"
"760851","YISHUN","1988-03-01"
"521489","TAMPINES","1993-09-01"
"530360","HOUGANG","1992-09-19"
"670472","BUKIT PANJANG","2002-07-01"
"550111","SERANGOON","1985-08-01"
"792440","SENGKANG","2015-07-01"
"160053","CENTRAL AREA","1974-07-01"
"520341","TAMPINES","1995-12-01"
"526497","TAMPINES","1996-06-01"
"460404","BEDOK","1980-04-01"
"730362","WOODLANDS","1996-10-01"
"510252","PASIR RIS","1993-12-01"
"150129","BUKIT MERAH","1973-07-01"
"760792","YISHUN","1987-08-01"
"543204","SENGKANG","2001-01-01"
"510550","PASIR RIS","1992-11-28"
"530244","HOUGANG","1984-09-01"
"680103","CHOA CHU KANG","1989-03-01"
"350142","TOA PAYOH","1984-07-01"
"821603","PUNGGOL","2012-09-01"
"522489","TAMPINES","1989-06-01"
"750408","SEMBAWANG","2001-02-01"
"510531","PASIR RIS","1992-11-28"
"730303","WOODLANDS","1993-01-28"
"823303","PUNGGOL","2010-07-01"
"274018","QUEENSTOWN","2012-09-01"
"823602","PUNGGOL","2012-07-01"
"510212","PASIR RIS","1993-07-12"
"522520","TAMPINES","2014-06-02"
"730673","WOODLANDS","2000-07-01"
"530702","HOUGANG","1985-09-01"
"823659","PUNGGOL",NULL
"210039","KALLANG/WHAMPOA","1997-11-01"
"550115","SERANGOON","1985-03-01"
"470149","BEDOK","1987-05-01"
"510471","PASIR RIS","1989-06-01"
"752121","SEMBAWANG",NULL
"544200","SENGKANG","2001-07-01"
"522635","TAMPINES",NULL
"521620","TAMPINES",NULL
"380131","GEYLANG","1987-05-01"
"410659","BEDOK","1996-10-01"
"590014","BUKIT TIMAH","1988-09-01"
"760365","YISHUN","1989-04-01"
"510145","PASIR RIS","1994-04-01"
"510217","PASIR RIS","1993-07-12"
"510448","PASIR RIS","1989-12-01"
"510243","PASIR RIS","1993-07-01"
"550263","SERANGOON","1988-08-01"
"510417","PASIR RIS","1990-01-01"
"510107","PASIR RIS","1989-01-01"
"140145","QUEENSTOWN","1995-08-01"
"730761","WOODLANDS","1998-02-01"
"560625","ANG MO KIO","1980-09-01"
"510549","PASIR RIS","1992-11-28"
"823204","PUNGGOL","2004-11-01"
"560330","ANG MO KIO","1981-01-01"
"510546","PASIR RIS","1992-11-28"
"520396","TAMPINES","1994-11-01"
"543324","SENGKANG","2002-06-01"
"570114","BISHAN","1986-01-01"
"510451","PASIR RIS","1989-09-01"
"510235","PASIR RIS","1993-07-01"
"510117","PASIR RIS","1990-03-01"
"330053","KALLANG/WHAMPOA","1974-07-01"
"510132","PASIR RIS","1994-10-01"
"510144","PASIR RIS","1994-04-01"
"510440","PASIR RIS","1989-05-01"
"570264","BISHAN","1992-07-22"
"550551","SERANGOON","1997-11-01"
"560450","ANG MO KIO","1979-07-01"
"670276","BUKIT PANJANG","1988-11-01"
"525498","TAMPINES","1997-07-01"
"510410","PASIR RIS","1989-09-01"
"520356","TAMPINES","1996-03-01"
"520721","TAMPINES","1997-04-01"
"821261","PUNGGOL","2016-06-01"
"272003","QUEENSTOWN","1998-11-01"
"550510","SERANGOON","1997-06-01"
"520456","TAMPINES","1987-11-01"
"200815","KALLANG/WHAMPOA","2003-03-01"
"530418","HOUGANG","1989-04-01"
"521491","TAMPINES","1993-07-08"
"522522","TAMPINES","2015-08-01"
"510134","PASIR RIS","1994-04-01"
"350136","TOA PAYOH","1984-07-01"
"310207","TOA PAYOH","1973-07-01"
"520358","TAMPINES","1996-03-01"
"510418","PASIR RIS","1989-04-01"
"460417","BEDOK","1978-11-01"
"520368","TAMPINES","1997-05-01"
"760110","YISHUN","1986-03-01"
"510421","PASIR RIS","1989-07-01"
"120206","CLEMENTI","1985-02-01"
"310101","TOA PAYOH","1993-03-26"
"570267","BISHAN","1992-07-22"
"520490","TAMPINES","1993-09-01"
"530957","HOUGANG","1999-05-01"
"530427","HOUGANG","1990-04-01"
"510211","PASIR RIS","1993-07-12"
"544307","SENGKANG","2001-11-01"
"510449","PASIR RIS","1989-10-01"
"510416","PASIR RIS","1989-12-01"
"510214","PASIR RIS","1993-07-01"
"510231","PASIR RIS","1993-07-12"
"560713","ANG MO KIO","1980-07-01"
"510137","PASIR RIS","1994-04-01"
"510253","PASIR RIS","1993-12-01"
"760299","YISHUN","2000-11-01"
"510160","PASIR RIS","1995-02-01"
"641651","JURONG WEST","2002-05-01"
"600309","JURONG EAST","1983-07-01"
"600318","JURONG EAST","1984-05-01"
"640507","JURONG WEST","1986-03-01"
"643989","JURONG WEST","2008-08-01"
"640822","JURONG WEST","1993-12-01"
"510192","PASIR RIS","1993-09-01"
"640977","JURONG WEST","1989-04-01"
"641649","JURONG WEST","2000-10-01"
"640953","JURONG WEST","1989-06-01"
"640829","JURONG WEST","1993-05-27"
"640974","JURONG WEST","1989-05-01"
"640206","JURONG WEST","1976-06-01"
"640851","JURONG WEST","1996-04-01"
"640814","JURONG WEST","1990-04-01"
"500004","PASIR RIS","1980-07-01"
"670132","BUKIT PANJANG","1988-12-01"
"640471","JURONG WEST","1985-02-01"
"640213","JURONG WEST","1974-10-01"
"642651","JURONG WEST","2002-06-01"
"640979","JURONG WEST","1989-09-01"
"640539","JURONG WEST","1984-11-01"
"640728","JURONG WEST","1989-10-01"
"510257","PASIR RIS","1993-12-01"
"642988","JURONG WEST","2008-08-01"
"640929","JURONG WEST","1989-01-01"
"520362","TAMPINES","1996-03-01"
"641648","JURONG WEST","2001-04-01"
"510210","PASIR RIS","1993-09-01"
"510464","PASIR RIS","1992-11-28"
"640914","JURONG WEST","1988-07-01"
"510114","PASIR RIS","1989-06-01"
"640632","JURONG WEST","2001-11-01"
"510151","PASIR RIS","1995-02-01"
"640935","JURONG WEST","1988-02-01"
"510224","PASIR RIS","1993-07-01"
"640906","JURONG WEST","1989-01-01"
"640714","JURONG WEST","1991-01-01"
"640911","JURONG WEST","1989-02-01"
"510220","PASIR RIS","1993-07-01"
"640978","JURONG WEST","1989-07-01"
"541338","SENGKANG",NULL
"610366","JURONG WEST","1997-08-01"
"600222","JURONG EAST","1984-07-01"
"520161","TAMPINES","1989-03-01"
"640910","JURONG WEST","1988-09-01"
"640930","JURONG WEST","1988-12-01"
"641654","JURONG WEST","2002-08-01"
"510408","PASIR RIS","1990-04-01"
"510207","PASIR RIS","1993-09-01"
"640924","JURONG WEST","1988-07-01"
"510223","PASIR RIS","1993-07-01"
"510406","PASIR RIS","1989-12-01"
"640918","JURONG WEST","1989-02-01"
"640904","JURONG WEST","1988-11-01"
"640907","JURONG WEST","1988-11-01"
"640917","JURONG WEST","1988-07-01"
"640419","JURONG WEST","1985-05-01"
"642686","JURONG WEST","2000-10-01"
"510187","PASIR RIS","1993-07-01"
"640902","JURONG WEST","1988-08-01"
"510480","PASIR RIS","1992-11-28"
"610355","JURONG WEST","1997-01-01"
"640936","JURONG WEST","1989-04-01"
"642989","JURONG WEST","2008-08-01"
"641986","JURONG WEST","2008-08-01"
"610335","JURONG WEST","1997-02-01"
"542274","SENGKANG",NULL
"160056","BUKIT MERAH","1967-01-01"
"821326","PUNGGOL",NULL
"542210","SENGKANG","2013-02-01"
"520354","TAMPINES","1996-08-01"
"460529","BEDOK","1979-08-01"
"520450","TAMPINES","1985-01-01"
"410672","BEDOK","1996-07-01"
"460516","BEDOK","1979-08-01"
"460058","BEDOK","1983-12-01"
"760353","YISHUN","1989-01-01"
"650384","BUKIT BATOK","2005-01-01"
"822667","PUNGGOL","2016-02-01"
"670120","BUKIT PANJANG","1988-02-01"
"680008","CHOA CHU KANG","1978-05-01"
"130019","QUEENSTOWN","2003-08-01"
"821633","PUNGGOL","2007-12-01"
"822217","PUNGGOL",NULL
"530836","HOUGANG","1997-05-01"
"140158","QUEENSTOWN","1970-01-01"
"320044","KALLANG/WHAMPOA","1972-07-01"
"730369","WOODLANDS","1996-11-01"
"543266","SENGKANG","2007-08-01"
"543335","SENGKANG","2015-12-01"
"821313","PUNGGOL","2015-06-01"
"530916","HOUGANG","1998-07-01"
"570157","BISHAN","1988-01-01"
"792471","SENGKANG",NULL
"270013","QUEENSTOWN","1977-01-01"
"460014","BEDOK","1995-12-01"
"190006","KALLANG/WHAMPOA","1979-09-01"
"570226","BISHAN","1992-04-16"
"652289","BUKIT BATOK","1997-12-01"
"510760","PASIR RIS","1996-09-01"
"510205","PASIR RIS","1993-09-01"
"541294","SENGKANG",NULL
"320104","KALLANG/WHAMPOA","1981-06-01"
"533475","HOUGANG","2014-10-29"
"521246","TAMPINES","1984-10-01"
"670413","BUKIT PANJANG","1988-12-01"
"520138","TAMPINES","1988-07-01"
"642990","JURONG WEST","2008-08-01"
"460059","BEDOK","1984-01-01"
"760834","YISHUN","1988-01-01"
"823171","PUNGGOL","2004-03-01"
"730349","WOODLANDS","1988-08-01"
"560350","ANG MO KIO","2001-12-01"
"510628","PASIR RIS","1995-05-01"
"730136","WOODLANDS","1995-04-01"
"530929","HOUGANG","1998-07-01"
"510479","PASIR RIS","1992-11-28"
"510181","PASIR RIS","1993-07-01"
"140170","QUEENSTOWN","1970-07-01"
"653288","BUKIT BATOK","1998-04-01"
"470150","BEDOK","1988-07-01"
"521160","TAMPINES","1984-04-01"
"525450","TAMPINES","1996-09-01"
"730158","WOODLANDS","1990-05-01"
"520454","TAMPINES","1987-08-01"
"520423","TAMPINES","1985-07-01"
"823167","PUNGGOL","2009-03-01"
"510271","PASIR RIS","1994-10-01"
"543209","SENGKANG","2011-11-01"
"524523","TAMPINES","2015-08-01"
"570402","BISHAN","1986-01-01"
"538698","HOUGANG","1999-02-01"
"530361","HOUGANG","1992-09-19"
"730508","WOODLANDS","1999-01-01"
"570252","BISHAN","1992-07-22"
"330022","KALLANG/WHAMPOA","1974-01-01"
"120709","CLEMENTI","1980-07-01"
"531376","HOUGANG",NULL
"822227","PUNGGOL",NULL
"791465","SENGKANG",NULL
"531377","HOUGANG",NULL
"402357","GEYLANG",NULL
"402356","GEYLANG",NULL
"542356","SENGKANG",NULL
"730556","WOODLANDS","1999-12-01"
"640932","JURONG WEST","1988-05-01"
"764348","YISHUN","2013-09-17"
"670118","BUKIT PANJANG","1988-05-01"
"530372","HOUGANG","1999-11-01"
"541324","SENGKANG","2003-03-01"
"080005","BUKIT MERAH","1980-11-01"
"560402","ANG MO KIO","1979-05-01"
"750482","SEMBAWANG","2004-03-01"
"570223","BISHAN","1992-07-22"
"460214","BEDOK","1980-02-01"
"521231","TAMPINES","1985-01-01"
"822314","PUNGGOL",NULL
"140066","QUEENSTOWN","1969-01-01"
"151076","BUKIT MERAH","2005-12-01"
"824256","PUNGGOL",NULL
"310072","TOA PAYOH","1969-01-01"
"541353","SENGKANG",NULL
"821612","PUNGGOL","2012-12-01"
"531992","HOUGANG",NULL
"531996","HOUGANG",NULL
"102111","BUKIT MERAH","2006-02-01"
"640855","JURONG WEST","1996-08-01"
"640842","JURONG WEST","1993-05-27"
"560432","ANG MO KIO","1979-01-01"
"160134","BUKIT MERAH","1997-01-01"
"550413","SERANGOON","1989-04-01"
"210051","KALLANG/WHAMPOA","1982-05-01"
"547207","SENGKANG","2005-06-01"
"512527","PASIR RIS","2015-07-01"
"544326","SENGKANG","2015-04-01"
"730534","WOODLANDS","1999-08-01"
"520206","TAMPINES","1982-08-01"
"762318","YISHUN","2015-10-01"
"163119","BUKIT MERAH","2003-06-01"
"824196","PUNGGOL","2003-07-01"
"640645","JURONG WEST","1998-09-01"
"440006","MARINE PARADE","1975-01-01"
"510723","PASIR RIS","1996-07-01"
"200805","KALLANG/WHAMPOA","1981-08-01"
"371018","GEYLANG",NULL
"730617","WOODLANDS","1998-04-01"
"822603","PUNGGOL","2012-09-01"
"793436","SENGKANG","2010-03-01"
"730532","WOODLANDS","1999-08-01"
"380127","GEYLANG","1983-08-01"
"670215","BUKIT PANJANG","1989-05-01"
"680530","CHOA CHU KANG","1995-04-01"
"640214","JURONG WEST","1974-10-01"
"823619","PUNGGOL","2013-09-01"
"820181","PUNGGOL","2003-11-01"
"560447","ANG MO KIO","1979-07-01"
"761429","YISHUN","2015-12-01"
"541325","SENGKANG","2003-03-01"
"681804","CHOA CHU KANG",NULL
"522499","TAMPINES","2014-03-01"
"822673","PUNGGOL","2015-12-01"
"734786","WOODLANDS","1997-08-01"
"520233","TAMPINES","1989-06-01"
"543275","SENGKANG","2009-06-01"
"534997","HOUGANG",NULL
"731569","WOODLANDS",NULL
"822315","PUNGGOL",NULL
"640915","JURONG WEST","1988-07-01"
"540197","SENGKANG","2001-05-01"
"120310","CLEMENTI","1980-01-01"
"518721","PASIR RIS",NULL
"519224","PASIR RIS",NULL
"462547","BEDOK",NULL
"570403","BISHAN","1986-08-01"
"270002","QUEENSTOWN","1976-07-01"
"610119","JURONG WEST","1972-01-01"
"541277","SENGKANG","2009-06-01"
"670529","BUKIT PANJANG","1999-02-01"
"752588","SEMBAWANG","2002-11-01"
"542268","SENGKANG","2006-02-01"
"550135","SERANGOON","1989-05-01"
"520815","TAMPINES","1985-03-01"
"640498","JURONG WEST","1986-07-01"
"150106","BUKIT MERAH","1975-01-01"
"440014","MARINE PARADE","1975-01-01"
"650180","BUKIT BATOK","1984-10-01"
"730650","WOODLANDS","1998-06-01"
"142032","QUEENSTOWN","1970-06-01"
"470146","BEDOK","1986-12-01"
"730717","WOODLANDS","1997-06-01"
"513528","PASIR RIS","2015-07-01"
"640456","JURONG WEST","1985-03-01"
"120378","CLEMENTI","1980-09-01"
"821601","PUNGGOL","2012-07-01"
"760265","YISHUN","1986-11-01"
"140097","QUEENSTOWN","1970-06-01"
"730506","WOODLANDS","1999-01-01"
"751504","SEMBAWANG","2001-05-01"
"520822","TAMPINES","1987-05-01"
"560553","ANG MO KIO","1980-08-01"
"533470","HOUGANG","2015-05-01"
"550103","SERANGOON","1985-09-01"
"610358","JURONG WEST","1995-11-01"
"521109","TAMPINES","1984-09-01"
"680659","CHOA CHU KANG","1999-04-01"
"823126","PUNGGOL","2003-02-01"
"644272","JURONG WEST","2003-10-01"
"751589","SEMBAWANG","2002-12-01"
"460037","BEDOK","1977-09-01"
"733682","WOODLANDS","2000-02-01"
"730505","WOODLANDS","1999-01-01"
"560116","ANG MO KIO","1978-05-01"
"642652","JURONG WEST","2002-06-01"
"320032","KALLANG/WHAMPOA","1971-01-01"
"640457","JURONG WEST","1984-05-01"
"520392","TAMPINES","1994-03-01"
"324108","KALLANG/WHAMPOA","2005-01-01"
"643671","JURONG WEST","2002-07-01"
"530703","HOUGANG","1986-06-01"
"120117","CLEMENTI","1984-10-01"
"730102","WOODLANDS","1985-04-01"
"670608","BUKIT PANJANG","2001-12-01"
"120513","CLEMENTI","1980-01-01"
"550405","SERANGOON","1989-02-01"
"570288","BISHAN","1998-06-01"
"762432","YISHUN","2015-09-01"
"470148","BEDOK","1987-03-01"
"510542","PASIR RIS","1992-11-28"
"600330","JURONG EAST","1983-05-01"
"120461","CLEMENTI","2006-11-01"
"672634","BUKIT PANJANG","2015-10-01"
"670171","BUKIT PANJANG","1997-12-01"
"520262","TAMPINES","1984-12-01"
"760211","YISHUN","1985-09-01"
"513526","PASIR RIS","2015-07-01"
"570165","BISHAN","1988-09-01"
"550401","SERANGOON","1989-02-01"
"520416","TAMPINES","1987-04-01"
"824302","PUNGGOL","2011-03-01"
"402358","GEYLANG",NULL
"732787","WOODLANDS","1997-10-01"
"380115","GEYLANG","1975-04-01"
"520492","TAMPINES","1993-07-01"
"730756","WOODLANDS","1998-02-01"
"510582","PASIR RIS","1995-10-01"
"570186","BISHAN","1987-08-01"
"730205","WOODLANDS","1980-10-01"
"640189","JURONG WEST",NULL
"310211","TOA PAYOH",NULL
"120711","CLEMENTI","1980-11-01"
"371082","GEYLANG",NULL
"460508","BEDOK","1978-11-01"
"730576","WOODLANDS","2000-12-01"
"520410","TAMPINES","1985-09-01"
"761333","YISHUN","2015-11-01"
"730355","WOODLANDS","1996-09-01"
"823322","PUNGGOL",NULL
"100063","BUKIT MERAH","1976-09-01"
"730553","WOODLANDS","2000-05-01"
"730127","WOODLANDS","1985-03-01"
"510156","PASIR RIS","1995-02-01"
"821233","PUNGGOL",NULL
"731180","WOODLANDS","2015-07-01"
"530705","HOUGANG","1986-06-01"
"330008","KALLANG/WHAMPOA","2011-01-11"
"543278","SENGKANG",NULL
"544317","SENGKANG","2003-04-01"
"610359","JURONG WEST","1995-11-01"
"381111","KALLANG/WHAMPOA","1989-05-01"
"560170","ANG MO KIO","1986-01-01"
"640458","JURONG WEST","1984-10-01"
"733782","WOODLANDS","2015-06-01"
"733185","WOODLANDS",NULL
"641676","JURONG WEST","2008-06-01"
"090112","BUKIT MERAH","1985-03-01"
"400011","GEYLANG","1977-05-01"
"640210","JURONG WEST","1977-09-01"
"210662","CENTRAL AREA","1982-05-01"
"140099","QUEENSTOWN","1970-06-01"
"533476","HOUGANG","2016-03-01"
"560181","ANG MO KIO","1981-04-01"
"731681","WOODLANDS","2000-02-01"
"600225","JURONG EAST","1984-09-01"
"730531","WOODLANDS","1999-08-01"
"640412","JURONG WEST","1985-06-01"
"730619","WOODLANDS","1998-08-01"
"560538","ANG MO KIO","1980-02-01"
"824217","PUNGGOL",NULL
"760156","YISHUN","1985-03-01"
"670216","BUKIT PANJANG","1989-03-01"
